# object_id,ra,dec,g_inputcount_value,r_inputcount_value,i_inputcount_value,z_inputcount_value,y_inputcount_value,g_localbackground_flux,r_localbackground_flux,i_localbackground_flux,z_localbackground_flux,y_localbackground_flux,g_apertureflux_10_flux,g_apertureflux_10_fluxerr,r_apertureflux_10_flux,r_apertureflux_10_fluxerr,i_apertureflux_10_flux,i_apertureflux_10_fluxerr,z_apertureflux_10_flux,z_apertureflux_10_fluxerr,y_apertureflux_10_flux,y_apertureflux_10_fluxerr,g_apertureflux_20_flux,g_apertureflux_20_fluxerr,r_apertureflux_20_flux,r_apertureflux_20_fluxerr,i_apertureflux_20_flux,i_apertureflux_20_fluxerr,z_apertureflux_20_flux,z_apertureflux_20_fluxerr,y_apertureflux_20_flux,y_apertureflux_20_fluxerr
3496125918932380576,150.66681255468433,2.9403436569815136,29,27,50,54,50,0.07109126,0.0474804,-0.018437937,0.16903995,0.15067963,0.74921113,3.2728567,1.9742488,5.307621,1.6651154,5.911776,2.919917,9.920991,37.316257,20.439672,-2.901198,6.648653,3.4464293,10.762171,3.6135325,12.009088,-18.433455,20.136415,28.022964,41.51659
3496125918932380577,150.56912937265736,3.0038776947862083,26,23,44,47,38,0.059084825,0.056244325,0.03855288,0.04502457,0.25673857,-1.8964554,3.4700239,8.647424,5.4411707,8.240434,6.301216,6.7880526,10.2748,-3.99136,24.639328,9.390079,7.04964,18.488615,11.037352,23.091038,12.801921,-0.6227615,20.889587,-0.91710544,49.982758
3496125918932380578,150.61793560953544,2.9192244747945897,34,27,66,67,57,0.07837943,0.06977027,0.07186032,0.10900341,-0.11228875,1.7096747,3.0670729,-2.9163926,5.3356767,5.166525,5.5887356,6.3923593,9.337316,-13.445213,20.92528,1.448695,6.2379675,-3.7348652,10.830555,7.0003867,11.361737,-18.052877,18.967926,67.938965,42.43078
3496125918932380586,150.5782982376541,3.051651608449452,24,22,37,41,30,0.04728505,0.056864347,0.13474278,0.17244385,0.4822193,3.260647,3.7460213,4.7783694,5.5591564,-9.183884,6.704859,2.5519779,11.026142,17.534588,26.886242,-6.3740854,7.6028223,-2.848883,11.259462,-22.22397,13.586486,31.672926,22.38709,37.491364,54.61445
3496125918932380590,150.59128052780727,3.0187546145554163,25,22,41,42,31,0.032993022,0.05468397,0.09804961,0.117541924,-0.2882162,2.8178432,3.2423353,-2.3489676,5.626836,6.283065,6.289005,7.4891624,10.636274,19.641909,26.047092,2.2504013,6.5961776,-3.2951748,11.433792,7.3787365,12.749168,7.990036,21.62519,76.996864,53.027054
3496125918932380595,150.69807216471108,2.948963242697589,30,24,41,48,37,0.0842621,0.106894165,0.14790402,0.10422666,0.26304153,-0.12779874,3.154974,-1.1476619,5.6573243,-17.833252,6.446047,17.593203,10.181832,14.782439,25.87816,12.332026,6.4636126,-22.229534,11.551839,-6.619054,13.090598,-12.657007,20.655859,53.691853,52.57741
3496125918932380598,150.63707329120442,3.026577545451872,25,23,38,41,27,0.10849946,0.13728935,0.12651317,0.10817856,0.4533099,5.0415235,3.3599858,0.061091654,5.330304,-2.2868624,6.6373396,-11.076549,10.948101,-13.921359,28.586977,14.136255,6.8244085,9.971038,10.887945,2.5618815,13.475005,-17.7864,22.250566,-39.141586,58.126072
3496125918932380603,150.67825441392088,2.923122369498967,31,27,56,55,55,0.027088288,-0.0033881608,0.04094596,-0.01735809,-0.1960292,-5.7568984,3.005629,1.430121,4.8798137,-13.413202,5.6835895,4.6803126,9.735619,22.911915,20.119677,-10.062529,6.092519,1.1881843,9.919622,-19.126017,11.547132,1.5482085,19.723663,-4.514054,40.85327
3496125918932380604,150.64771957721356,3.00067913615214,26,25,41,46,32,0.07320283,0.07812184,-0.02828125,-0.046625093,0.2731071,1.8781871,3.2564058,5.0640054,5.237915,6.2522507,6.33226,-4.7424126,10.07473,23.391891,25.543943,-0.48233703,6.610427,4.9208145,10.662885,-6.3995204,12.855711,-23.875856,20.462938,13.1179085,51.989407
3496125918932380606,150.65994220034932,2.9325075979112034,27,27,50,54,47,0.053829968,0.023078538,0.12918173,0.17694052,0.18935445,0.8873505,3.2012527,0.10159055,5.1173716,-2.5510488,5.9919634,-10.553123,9.896095,16.623966,22.785484,9.375278,6.471753,12.051416,10.479938,-5.130662,12.172634,23.991636,20.118135,21.671312,46.2739
3496125918932380609,150.57142028143235,3.0101291085815296,28,24,45,45,40,0.09977144,0.13597481,0.07686746,0.18930152,0.503964,1.2533889,3.2970374,6.545117,5.4060335,-4.64783,6.399172,-1.5890121,10.50132,-14.445092,24.310337,-0.13361213,6.6455684,11.630936,10.980943,13.23777,13.0131035,-13.71055,21.312353,-16.062925,49.25413
3496125918932380612,150.5409050018126,2.9923611585498326,33,25,52,58,45,0.06321268,0.12585777,0.18471207,0.15999283,0.25328445,7.2122145,3.184937,6.2893353,5.1909027,2.9225411,6.0618443,-9.712625,9.960407,-11.3273,23.078657,15.308205,6.4215646,30.78116,10.556853,-3.6989524,12.334541,6.6967077,20.266277,47.84669,46.883312
3496125918932380616,150.62292712059235,2.8888943192146077,42,36,83,87,77,0.07398639,0.07578704,0.13254689,0.1862331,0.36679193,-1.7128842,2.8909903,9.074145,4.733843,-5.5653405,5.1328096,-4.113111,8.814139,-39.85613,18.594624,-6.8695245,5.8674736,2.7882762,9.592681,-16.991978,10.416494,-3.3040633,17.948381,-39.98621,37.740875
3496125918932380627,150.54054618809053,3.067618977125965,27,21,36,41,26,-0.014119778,0.010026756,-0.034503408,-0.20421776,-0.43995243,0.19754802,3.341249,-4.9481063,5.6049256,-9.59708,6.9665937,-27.996174,11.18189,11.912297,29.374886,-19.846571,6.783725,-29.169672,inf,-59.231007,14.140552,-121.663246,22.673254,-114.16439,59.558517
3496125918932380629,150.56951162857206,3.0425095963784408,25,22,39,42,33,0.010733918,0.0005936321,0.073000066,0.07914344,0.12870426,6.866702,3.7197459,-2.456438,5.5182605,5.795843,6.602924,15.596185,10.733917,11.948815,25.886454,8.099672,7.5352325,-0.8777808,11.226628,25.246975,13.393149,4.2281966,21.908978,6.579053,52.499268
3496125918932380630,150.68242150273815,2.9531686675192246,31,27,48,46,44,0.03851774,0.03955027,-0.04144139,0.06987569,-0.22845973,2.3580093,3.0972114,2.431178,5.2103615,-1.8870511,6.291349,11.191609,10.476355,33.637974,22.97005,4.6282096,6.2839813,0.83425325,10.564932,4.468136,12.853356,52.318844,21.312271,24.320786,47.081944
3496125918932380632,150.64579483717432,2.967273070605176,29,26,46,49,43,0.05280799,0.03231614,-0.019232912,0.05532912,0.11369783,-3.070072,3.116259,-3.8160982,5.0717196,8.341611,5.985684,-16.657583,9.902404,-16.74841,22.476185,6.836024,6.335048,-21.300919,10.275655,7.3290157,12.198092,9.473232,20.083652,-73.093475,45.449383
3496125918932380636,150.54890621672845,3.047227848295305,21,20,36,39,29,0.011020713,-0.006820706,-0.028685115,-0.08764805,-0.120064795,-4.872812,3.7016,-21.59582,6.0721006,-3.8653057,6.685752,-23.481213,11.39912,-42.488644,26.988642,-19.862669,7.5185704,-36.10843,12.340168,-15.447522,13.562584,-24.56191,23.176104,-103.431496,54.71995
3496125918932380637,150.63443090071016,2.9564901192850974,28,24,47,50,45,0.033463106,0.04296084,0.029951759,0.034696825,0.02789467,1.2620946,3.3393834,-3.4738004,5.271355,-8.418483,6.0431366,-17.891487,10.301209,-6.154239,21.536598,-5.554218,6.7211795,-7.1874495,10.618968,-0.25015727,12.121182,-32.458076,20.72469,-50.768993,43.336613
3496125918932380638,150.5855270475959,2.9915551780849072,28,22,46,49,38,-0.032787807,-0.026934773,0.08292386,0.048311453,-0.36343125,-1.9335562,3.1707232,2.9003963,5.517623,2.0144215,6.2598734,17.882524,10.267242,6.8974304,25.987871,0.97349274,6.443414,7.2842264,11.19353,33.112095,12.72245,66.51137,20.834473,-13.057086,52.721817
3496125918932380648,150.6969523477204,2.9539094283773406,28,25,41,44,38,0.092965126,0.13273656,0.11484907,0.19786493,0.15619718,-7.3677444,3.071168,-7.32938,5.4144053,-8.088816,6.644808,1.0529147,10.489883,-32.637344,25.653584,-3.1096501,6.2527018,-24.585974,10.99799,-6.376102,13.488438,22.619652,21.316786,-111.509186,52.240505
3496125918932380653,150.71831193403216,2.977695899712477,27,23,36,41,27,0.059140094,0.07453594,0.09370856,0.14434843,-0.1266538,-0.84922343,3.090592,-3.5202177,5.089006,-6.210507,6.450021,11.626666,10.58085,-30.998596,27.131248,-4.3503785,6.292813,-0.023518419,10.337775,0.561986,13.137372,24.568687,21.48313,28.246483,55.10714
